dataset,model,family,tier,date_years,row_errors,dimension,mastered,dim_rank,age_mid
frq,openai/o1,GPT,GPT reasoning,0.9609856262833676,2,Irony,1,11,8
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Diverse Desires,1,0,3
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Diverse Beliefs,1,1,4
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Knowledge Access / Ignorance,1,2,4
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Emotion Recognition,1,3,5.4
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,First-Order False Belief,1,4,5
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Intention vs. Accident,0,5,6
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Second-Order False Belief,0,7,7.25
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,White Lies / Prosocial Deception,0,8,7.5
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Sarcasm,1,9,8.5
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Faux Pas Detection,0,10,10.5
frq,openai/o3-mini,GPT,GPT reasoning mini,1.0841889117043122,4,Irony,1,11,8
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Diverse Desires,1,0,3
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Diverse Beliefs,0,1,4
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Knowledge Access / Ignorance,0,2,4
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Emotion Recognition,1,3,5.4
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,First-Order False Belief,1,4,5
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Intention vs. Accident,1,5,6
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Second-Order False Belief,0,7,7.25
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,White Lies / Prosocial Deception,1,8,7.5
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Sarcasm,1,9,8.5
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Faux Pas Detection,0,10,10.5
frq,openai/o4-mini,GPT,GPT reasoning mini,1.2895277207392195,6,Irony,1,11,8
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Diverse Desires,1,0,3
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Diverse Beliefs,1,1,4
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Knowledge Access / Ignorance,1,2,4
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Emotion Recognition,1,3,5.4
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,First-Order False Belief,1,4,5
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Intention vs. Accident,1,5,6
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Second-Order False Belief,1,7,7.25
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,White Lies / Prosocial Deception,1,8,7.5
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Sarcasm,1,9,8.5
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Faux Pas Detection,0,10,10.5
frq,openai-api/local/qwen/qwen3-8b,Qwen,Qwen small,1.325119780971937,2,Irony,1,11,8
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Diverse Desires,1,0,3
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,First-Order False Belief,1,4,5
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Sarcasm,1,9,8.5
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-sonnet-4-5-20250929,Claude,Claude Sonnet,1.7440109514031483,0,Irony,1,11,8
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Diverse Desires,1,0,3
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Diverse Beliefs,1,1,4
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Emotion Recognition,1,3,5.4
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,First-Order False Belief,1,4,5
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Intention vs. Accident,1,5,6
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Sarcasm,1,9,8.5
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Faux Pas Detection,0,10,10.5
frq,anthropic/claude-haiku-4-5-20251001,Claude,Claude Haiku,1.749486652977413,2,Irony,1,11,8
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Diverse Desires,1,0,3
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,First-Order False Belief,1,4,5
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Sarcasm,1,9,8.5
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-opus-4-5-20251101,Claude,Claude Opus,1.834360027378508,0,Irony,1,11,8
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Diverse Desires,1,0,3
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,First-Order False Belief,1,4,5
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Sarcasm,1,9,8.5
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-opus-4-6,Claude,Claude Opus,2.1711156741957565,0,Irony,1,11,8
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Diverse Desires,1,0,3
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,First-Order False Belief,1,4,5
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Sarcasm,1,9,8.5
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-opus-4-7,Claude,Claude Opus,2.3874058863791925,0,Irony,1,11,8
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Diverse Desires,1,0,3
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,First-Order False Belief,1,4,5
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Sarcasm,1,9,8.5
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-fable-5,Claude,Claude Fable,2.477754962354552,0,Irony,1,11,8
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Diverse Desires,1,0,3
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,First-Order False Belief,1,4,5
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Sarcasm,1,9,8.5
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-sonnet-5,Claude,Claude Sonnet,2.477754962354552,0,Irony,1,11,8
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Diverse Desires,1,0,3
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Diverse Beliefs,1,1,4
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Knowledge Access / Ignorance,1,2,4
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Emotion Recognition,1,3,5.4
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,First-Order False Belief,1,4,5
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Intention vs. Accident,1,5,6
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Hidden Emotion (Appearance vs. Reality),1,6,7.25
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Second-Order False Belief,1,7,7.25
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,White Lies / Prosocial Deception,1,8,7.5
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Sarcasm,1,9,8.5
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Faux Pas Detection,1,10,10.5
frq,anthropic/claude-opus-4-8,Claude,Claude Opus,2.521560574948665,0,Irony,1,11,8
