model,task,created,log_file,dimension,construct,accuracy,stderr
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,First-Order False Belief,Belief reasoning,0.75,0.1305582419667734
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Second-Order False Belief,Belief reasoning,0.9,0.09999999999999999
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,ALL (overall),ALL (overall),0.9919354838709677,0.008064516129032261
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Knowledge Access / Ignorance,Knowledge access,0.9,0.09999999999999999
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-12b-it,tom_12dim_mcq,2026-07-14T19:30:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-47-00-00_tom-12dim-mcq_9EbF6pnC3vyiqRBsrY5ufT.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_mcq,2026-07-14T19:31:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-12-00-00_tom-12dim-mcq_aK2C7oDcKCxcJJGBRwsPxr.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,ALL (overall),ALL (overall),0.8951612903225806,0.02762224192619441
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Diverse Desires,Desire / intention inference,0.9,0.09999999999999999
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Faux Pas Detection,Pragmatic understanding,0.9,0.09999999999999999
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,First-Order False Belief,Belief reasoning,0.6666666666666666,0.1421338109037403
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.9,0.09999999999999999
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Knowledge Access / Ignorance,Knowledge access,0.8,0.13333333333333333
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,Second-Order False Belief,Belief reasoning,0.6,0.16329931618554522
openrouter/google/gemma-3-4b-it,tom_12dim_mcq,2026-07-14T19:30:26+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-30-26-00-00_tom-12dim-mcq_Zwp6YYgQhkJqXF483XMuTV.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,ALL (overall),ALL (overall),0.9838709677419355,0.011358491890219653
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,First-Order False Belief,Belief reasoning,0.9166666666666666,0.08333333333333333
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Intention vs. Accident,Desire / intention inference,0.9,0.09999999999999999
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_mcq,2026-07-14T19:21:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-30-00-00_tom-12dim-mcq_7AmKq3jQZYeaRKTLQzNUq8.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,ALL (overall),ALL (overall),0.8790322580645161,0.029402525657030037
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Faux Pas Detection,Pragmatic understanding,0.9,0.09999999999999999
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,First-Order False Belief,Belief reasoning,0.5,0.15075567228888181
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.9,0.09999999999999999
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Knowledge Access / Ignorance,Knowledge access,0.8,0.13333333333333333
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Sarcasm,Pragmatic understanding,0.9,0.09999999999999999
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,Second-Order False Belief,Belief reasoning,0.7,0.15275252316519464
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,2026-07-14T19:19:52+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-19-52-00-00_tom-12dim-mcq_3Z8JibRcFpDqSTjBLbNb6K.eval,White Lies / Prosocial Deception,Deception,0.9,0.09999999999999999
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,ALL (overall),ALL (overall),0.6854838709677419,0.04186658383919576
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Diverse Desires,Desire / intention inference,0.6,0.16329931618554522
